Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
8032076268,XBJL98,NJ,PAS,06/30/2015,14,VAN,FORD,T,34970,0,0,,0020,20,20,356259,T103,M,0354P,,NY,I,N,W 60th St,60ft W/of Broadway,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0700P,BLACK,,0,,0,C 77,14-No Standing,,,
7565530955,85987MD,NY,COM,07/29/2014,46,VAN,FRUEH,T,13610,36050,36070,,0026,26,26,355180,T103,J,1021A,1200P,NY,O,2933,Broadway,,,408,F1,,,,,BROWN,,2015,,0,42 7,46B-Double Parking (Com-100Ft),,,
7712755929,GUW4602,NY,PAS,04/22/2015,21,4DSD,ME/BE,T,30490,13610,30590,,0034,34,34,349570,T103,B,0941A,,NY,F,7,Sherman Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0930A,1100A,BK,,2003,,0,CC6,21-No Parking (street clean),,,
7587278813,JBB3329,PA,PAS,12/05/2014,20,SUBN,SUBAR,T,34130,10910,11010,,0010,10,10,341149,T108,H,0426P,,NY,F,438,W 18th St,,01/05/0001 12:00:00 PM,408,d,,YYYYY,0800A,0600P,GREY,,0,,0,01A,20A-No Parking (Non-COM),,,
7126356730,DEJ8786,NY,PAS,03/07/2015,38,SUBN,TOYOT,T,37290,0,0,,110,110,110,361793,T401,I,0119P,,Q,I,N,Broadway,30ft E/of Baxter Ave,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,GR,,2005,,0,10-P,38-Failure to Display Muni Rec,,,
7662956398,60390JX,NY,COM,01/05/2015,40,VAN,FORD,T,35650,0,0,,0024,24,24,361305,T103,S,0412P,,NY,I,N,W 94th St,6ft W/of Amsterdam A,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WH,,2007,,0,59 7,40-Fire Hydrant,,,
7662956398,60390JX,NY,COM,01/05/2015,40,VAN,FORD,T,35650,0,0,,0024,24,24,361305,T103,S,0412P,,NY,I,N,W 94th St,6ft W/of Amsterdam A,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WH,,2007,,0,59 7,40-Fire Hydrant,,,
8038609876,36865MA,NY,COM,06/05/2015,20,VAN,GMC,T,20090,22890,21690,,0005,5,5,359567,T101,C,1215P,1145A,NY,F,85,Eldridge St,,,408,d,,YYYYY,0700A,0700P,GREY,,2012,,0,40 1,20-No Parking (Com Plate),,,
7988741810,GHE9503,NY,PAS,11/18/2014,71,4DSD,CHRYS,T,25390,19310,19330,,0025,25,25,358241,T103,D,0908A,,NY,F,1831,Madison Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BL,,1999,,0,30 7,71A-Insp Sticker Expired (NYS),,,
7612953948,EHT6534,NY,PAS,05/20/2015,21,SUBN,HYUND,T,10740,9140,62590,,108,108,108,357772,T401,B,1109A,,Q,F,39-63,49th St,,01/05/0001 12:00:00 PM,408,d1,,Y,1100A,1230A,GREY,,2008,,0,36 4,21-No Parking (street clean),,,
7704784961,GBP3224,NY,PAS,09/09/2014,74,SUBN,LEXUS,T,64730,9180,9230,,0066,66,66,357104,T302,A,1039A,,K,F,5207,New Utrecht Ave,,01/05/0001 12:00:00 PM,408,j2,,,,,WHITE,,2013,,0,01 3,74-Missing Display Plate,,,
8006405979,T625028C,NY,OMT,07/25/2014,21,4DSD,CHRYS,T,13610,34570,34590,,0014,14,14,345131,T800,B2,0306A,,NY,O,1440,Broadway,,01/05/0001 12:00:00 PM,408,d1,,Y Y Y,0300A,0600A,BK,,2012,,0,D 77,21-No Parking (street clean),,,
7040604322,ELN2252,NY,PAS,07/10/2014,37,SUBN,DODGE,T,6380,64730,9330,,0066,66,66,357043,T302,D,0214P,0208P,K,F,5418,13th Ave,,01/05/0001 12:00:00 PM,408,h1,,YYYYY,0830A,0700P,SILVE,,2014,349-3073,0,24 3,37-Expired Muni Meter,,,
8005098042,FTX6494,NY,PAS,03/13/2015,21,4DSD,HONDA,T,9940,14690,15340,,108,108,108,349456,T401,A,1110A,,Q,F,69-73,44th Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,1100A,1230A,WH,,2002,,0,52-A,21-No Parking (street clean),,,
7317549538,GSG2094,NY,PAS,12/05/2014,70,4DSD,HONDA,T,27750,23920,73720,,0052,52,52,341954,T201,F,1244P,,BX,F,365,E 204th St,,01/05/0001 12:00:00 PM,408,j3,,,,,BK,,2006,,0,31 2,70B-Impropr Dsply of Reg (NYS),,,
7933116929,55106MB,NY,COM,04/22/2015,14,VAN,WORKH,T,21690,19690,19690,,0007,7,7,359606,T101,N,0217P,,NY,O,500,Grand St,,01/05/0001 12:00:00 PM,408,c,,YYYYYYY,,,BROWN,,2011,,0,95 1,14-No Standing,,,
7326230699,GRU7687,NY,PAS,07/16/2014,21,4DSD,TOYOT,T,36820,12550,72420,,0050,50,50,330234,T201,N,0906A,,BX,O,3475,Greystone Ave,,01/05/0001 12:00:00 PM,408,d1,,Y,0900A,1030A,GR,,2014,,0,K 21,21-No Parking (street clean),,,
7659728090,475XJQ,QB,PAS,12/02/2014,38,SUBN,PONTI,T,15710,35650,35670,,0020,20,20,358650,T103,F,0817A,,NY,O,700,Columbus Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0700A,0700P,RED,,0,,0,33 7,38-Failure to Display Muni Rec,,,
8032500250,EAF1955,NY,PAS,12/28/2014,71,SUBN,CHRYS,T,35430,13610,44990,,0024,24,24,337778,T103,D,0319P,,NY,O,233,W 83rd St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BLACK,,2013,,0,30 7,71A-Insp Sticker Expired (NYS),,,
7065482285,EFJ9273,NY,PAS,03/25/2015,37,SUBN,HONDA,T,5580,10380,10430,,0068,68,68,361346,T302,D,0455P,0348P,K,F,7612,5th Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BLACK,,2009,309-1449,0,21 3,37-Expired Muni Meter,,,
8013947889,2208643,IL,PAS,04/14/2015,47,TR/C,STERL,T,34410,10410,13610,,0014,14,14,356304,T102,I,0830A,,NY,F,10,W 32nd St,,01/05/0001 12:00:00 PM,408,l2,,Y,0700A,0700P,WHITE,,0,,0,99 6,47-Double PKG-Midtown,,,
8009985880,BGU3991,NY,PAS,06/20/2015,38,SUBN,DODGE,T,17550,10210,10110,,0013,13,13,358245,T102,C,1025A,,NY,O,240,E 28th St,,01/05/0001 12:00:00 PM,408,h1,,Y,0900A,0700P,GREEN,,2006,,0,99 6,38-Failure to Display Muni Rec,,,
7913308710,882RBH,FL,PAS,04/09/2015,20,4DSD,VOLVO,T,21790,32660,14910,,0006,6,6,330711,T501,J,0634P,,NY,F,545,Greenwich St,,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,,,WHITE,,0,,0,40 6,20A-No Parking (Non-COM),,,
7556774636,T645679C,NY,OMT,09/03/2014,71,SUBN,CADIL,T,51930,58330,59640,,0094,94,94,355121,T301,B,0838A,,K,O,141,India St,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,BK,,2009,,0,17 3,71A-Insp Sticker Expired (NYS),,,
7220742071,VBY1362,VA,PAS,10/11/2014,37,4DSD,CHEVR,T,10010,17170,17190,,0009,9,9,359605,T101,D,0609P,0555P,NY,F,159,1st Ave,,01/05/0001 12:00:00 PM,408,h1,,Y,0830A,0700P,BLACK,,0,113-3045,0,63 1,37-Expired Muni Meter,,,
7432732504,EJM2261,NY,PAS,01/23/2015,71,2DSD,TOYOT,T,11625,30120,40020,,0045,45,45,358910,T202,X,0301P,,BX,F,2900,St Theresa Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2006,,0,O 23,71A-Insp Sticker Expired (NYS),,,
7432732504,EJM2261,NY,PAS,01/23/2015,71,2DSD,TOYOT,T,11625,30120,40020,,0045,45,45,358910,T202,X,0301P,,BX,F,2900,St Theresa Ave,,01/05/0001 12:00:00 PM,408,j6,,YYYYYYY,,,GY,,2006,,0,O 23,71A-Insp Sticker Expired (NYS),,,
7046231643,49977JG,NY,COM,05/13/2015,46,VAN,GMC,T,17250,10210,10110,,0009,9,9,356962,T101,D,0421P,1200P,NY,F,212,E 13th St,,,408,F1,,,,,BROWN,,1989,,0,70 1,46B-Double Parking (Com-100Ft),,,
7015532852,F84CRT,NJ,PAS,08/20/2014,50,4DSD,NISSA,T,0,0,0,,0030,30,30,345331,T103,A,0646A,,NY,I,S,W 153rd St,0ft E/of Amsterdam A,01/05/0001 12:00:00 PM,408,e5,,,,,WHITE,,0,,0,N 77,50-Crosswalk,,,
7117191806,GKC2679,NY,PAS,12/07/2014,20,SUBN,CHRYS,T,35380,0,0,,0061,61,61,330578,T302,U,1024A,,K,I,N,E 13th St,40ft E/of Kings Hwy,01/05/0001 12:00:00 PM,408,d,,YYYYYYY,0800A,0800P,GY,,2013,,0,R 32,20A-No Parking (Non-COM),,,
8004583532,10172MC,NY,COM,11/12/2014,40,VAN,FORD,T,49430,47430,23230,,0090,90,90,357064,T301,S,1035A,,K,F,329,Hewes St,,01/05/0001 12:00:00 PM,408,e2,,YYYYYYY,,,WH,,2012,,4,14 3,40-Fire Hydrant,,,
7985343234,19772JW,NY,COM,06/30/2014,14,VAN,FORD,T,34690,10410,10510,,0018,18,18,354205,T106,C,0915A,,NY,F,55,W 46th St,,01/05/0001 12:00:00 PM,408,c,,YYYYY,0700A,0600P,WHITE,,2007,,0,MC 9,14-No Standing,,,
7800777960,XFIR3,NY,SRF,06/11/2015,70,4DSD,NISSA,T,55120,70520,66520,,0045,45,45,361898,T202,A,0904A,,BX,F,1340,Odell St,,01/05/0001 12:00:00 PM,408,j3,,YYYYYYY,,,BK,,2010,,0,04A,70A-Reg. Sticker Expired (NYS),,,
